Sr._No.,KYC_Attributes,Name,Surname,Father_Name,Mother_Name,Spouse_Name,Date_of_Birth,Gender,Blood_Group,Home_Address,Office_Address,Communication_Address,PAN_no,Aadhar_no,Passport_no,BankAcDetails,CreditCard,Mobile_No,Email_Id,Nationality,Voter_Card_ID,DL,year_of_Birth,Age
79,Aadhar,Daksh S Thakkar,,SushilThakkar,Savita Thakkar,,1986-06-21,Male,,8/9  Shreeji Estate  Veraval Main Rd  Opp Sumangal Casting Banda Uttar Pradesh 261447,,"8/9, Shreeji Estate, Veraval Main Rd, Opp Sumangal Casting,Banda,Uttar Pradesh-261447",0,557054329478,0,0,,9879552728,dst@fakemail.com,Indian,,,1986,35
80,Aadhar,Jyoti Ankit Choubey,,Ankit Choubey,Rajani Choubey,,1986-09-24,Female,,B 33  Site   1  B S Road Indl Area Bhopal  Madhya Pradesh 462167,,"B 33, Site - 1, B S Road Indl Area,Bhopal, Madhya Pradesh-462167",0,297470071392,0,0,,8024355148,jac@fakemail.com,Indian,,,1986,35
81,Aadhar,Pooja Mahipal Abhilasha Sonar,,Mahipal Sonar,Abhilasha Sonar,,1988-05-14,Female,,13/17  4th Floor  Kanchan Bhawan  Satna Madhya Pradesh 464643,,"13/17, 4th Floor, Kanchan Bhawan, Satna,Madhya Pradesh-464643",0,700676622407,0,0,,6900427416,pmas@fakemail.com,Indian,,,1988,33
82,Aadhar,Ranvir S Thakkar,,SurendraThakkar,Sarita Thakkar,,1986-02-21,Male,,Plot No 25  Institutional Area Noida Sec 23 Uttar Pradesh 331447,,"Plot No 25, Institutional Area,Noida,Sec 23,Uttar Pradesh-331447",0,347054329478,0,0,,9879992728,rst@fakemail.com,Indian,,,1986,35
83,Aadhar,Asmita Anurudh Keshwa,,Anurudh Keshwa,Rajani Keshwa,,1986-09-24,Female,,38  Avishkar Complex  Old Padra Road Bhopal  Madhya Pradesh 462167,,"38, Avishkar Complex, Old Padra Road,Bhopal, Madhya Pradesh-462167",0,347470071392,0,0,,8024995148,aak@fakemail.com,Indian,,,1986,35
84,Aadhar,Beena Mahesh Asmita Samuel,,Mahesh Samuel,Asmita Samuel,,1988-05-24,Female,,461  Apmc Mkt   1  central Facility Bldg No  Phase 2  Sector 19   Sagar Madhya Pradesh 364643,,"461, Apmc Mkt - 1 ,central Facility Bldg No, Phase 2, Sector 19,  Sagar,Madhya Pradesh-364643",0,340676622407,0,0,,6909927416,bma@fakemail.com,Indian,,,1988,33
85,Aadhar,Rishi JitendraVariava,,JitendraVariava,Sarita Variava,,1986-02-21,Male,,1301 Maa Enrich Jangla Nagar Near Bank of Maharashtra Noida Sec 23 Uttar Pradesh 331447,,"1301,Maa Enrich,Jangla Nagar,Near Bank of Maharashtra,Noida,Sec 23,Uttar Pradesh-331447",0,707054329478,0,0,,9873292728,rjv@fakemail.com,Indian,,,1986,35
86,Aadhar,Riddhi JitendraVariava,,JitendraVariava,Rajani Variava,,1986-09-24,Female,,204  Nimbalkar Chambers  Kharivav Road  Dandia Bazar Raj nagar Bhopal  Madhya Pradesh 462167,,"204, Nimbalkar Chambers, Kharivav Road, Dandia Bazar,Raj nagar,Bhopal, Madhya Pradesh-462167",0,707470071392,0,0,,8050995148,rav@fakemail.com,Indian,,,1986,35
87,Aadhar,Vrushti Mahesh Riddhi Limbachiya,,Mahesh Limbachiya,Riddhi Limbachiya,,1988-05-24,Female,,205  Hari Om Nagar Sector 21  Plot No 8   Tikamgar Madhya Pradesh 364643,,"205, Hari Om Nagar Sector 21, Plot No 8,  Tikamgar,Madhya Pradesh-364643",0,700676622047,0,0,,6950927416,vmr@fakemail.com,Indian,,,1988,33
88,Aadhar,Janhit Chandrapal Variava,,Chandrapal Variava,Sarita Variava,,1986-02-27,Male,,12  1st Fl  174  Gold Mohur  Princess Street  Chira Bazar  Noida Sec 23 Uttar Pradesh 221447,,"12, 1st Fl, 174, Gold Mohur, Princess Street, Chira Bazar ,Noida,Sec 23,Uttar Pradesh-221447",0,647054329478,0,0,,6473292728,jcv@fakemail.com,Indian,,,1986,35
89,Aadhar,Sarika Dinesh Sharma,,Dinesh Sharma,Shilpa Sharma,,1989-09-24,Female,,56/333  Mahavir Chmbs  Samuel Street  Nagdevi Bhopal  Madhya Pradesh 562167,,"56/333, Mahavir Chmbs, Samuel Street, Nagdevi,Bhopal, Madhya Pradesh-562167",0,647470071392,0,0,,6450995148,ds@fakemail.com,Indian,,,1989,32
90,Aadhar,Vaishali Srikant Arpita Limbachiya,,Srikant Limbachiya,Arpita Limbachiya,,1990-05-24,Female,,1  Jawahar Kunj  Daftari Road  Shivaji Chowk  Tikamgar Madhya Pradesh 664643,,"1, Jawahar Kunj, Daftari Road, Shivaji Chowk  Tikamgar,Madhya Pradesh-664643",0,640676622047,0,0,,6450927416,vsal@gmail.com,Indian,,,1990,31
91,Aadhar,Manoj Vivek Mathur,,Vivek Mathur,Anjli Mathur,,1986-02-27,Male,,911  Tulsiani Chambers Noida Sec 23 Uttar Pradesh 221447,,"911, Tulsiani Chambers,Noida,Sec 23,Uttar Pradesh-221447",0,432054329478,0,0,,4323292728,mvm@fakemail.com,Indian,,,1986,35
92,Aadhar,Sarika Deepak Jain,,Deepak Jain,Rekha Jain,,1989-09-24,Female,,79  M G Road  Raja Rammohan Roy Bhopal  Madhya Pradesh 562167,,"79, M G Road, Raja Rammohan Roy Bhopal, Madhya Pradesh-562167",0,432470071392,0,0,,4320995148,sdj@fakemail.com,Indian,,,1989,32
93,Aadhar,Vaishali Srikant Arpita Verma,,Srikant Verma,Arpita Verma,,1991-07-26,Female,,149/1  M K Hardware  H Cross Sampige Main Road Madhya Pradesh 664643,,"149/1, M K Hardware, H Cross Sampige Main Road,Madhya Pradesh-664643",0,432676622047,0,0,,4320927416,vsav@fakemail.com,Indian,,,1991,30
94,Aadhar,Akash Vivek Verma,,Vivek Verma,Anjli Verma,,1987-02-27,Male,,56  1st Floor  Ahmed Oomerbhai Bldg Noida Sec 23 Uttar Pradesh 441447,,"56, 1st Floor, Ahmed Oomerbhai Bldg,Noida,Sec 23,Uttar Pradesh-441447",0,432054329536,0,0,,4323292536,mvm@fakemail.com,Indian,,,1987,34
95,Aadhar,Priyanka Deepak Jain,,Deepak Jain,Rekha Jain,,1984-09-24,Female,,53  Mukhram Kanoria Road  Bhopal  Madhya Pradesh 562167,,"53, Mukhram Kanoria Road, Bhopal, Madhya Pradesh-562167",0,432470071536,0,0,,4320995536,sdj@fakemail.com,Indian,,,1984,37
96,Aadhar,Tanu Srikant Arpita Verma,,Srikant Verma,Arpita Verma,,1995-07-26,Female,,710 Nr Hira Monica Marriage Madhya Pradesh 664643,,"710,Nr Hira Monica Marriage,Madhya Pradesh-664643",0,432676622536,0,0,,4320925366,vsav@fakemail.com,Indian,,,1995,26
97,Aadhar,Aakshit Kapil Verma,,Kapil Verma,Sushma Verma,,1985-02-27,Male,,D 9  Shah Ind Area  New Chandra  Veera Desai Rd Noida Sec 23 Uttar Pradesh 441447,,"D-9, Shah Ind Area, New Chandra, Veera Desai Rd,Noida,Sec 23,Uttar Pradesh-441447",0,612054329526,0,0,,9413292536,akv@fakemail.com,Indian,,,1985,36
98,Aadhar,Pankaj Dilip Jain,,Dilip Jain,Rekha Jain,,1984-09-21,Male,,B/3 Rajhansa Soceity  Near Best Depot Bhopal  Madhya Pradesh 562167,,"B/3 Rajhansa Soceity, Near Best Depot Bhopal, Madhya Pradesh-562167",0,612470071248,0,0,,9720995536,pdj@fakemail.com,Indian,,,1984,37
99,Aadhar,Abhinash Suraj Arpita Verma,,Suraj Verma,Arpita Verma,,1995-07-21,Male,,Room No 152  5  Ashirwad Indl estate  Ram Mandir Road Madhya Pradesh 664643,,"Room No.152, 5, Ashirwad Indl.estate, Ram Mandir Road,Madhya Pradesh-664643",0,612676622516,0,0,,9120925366,asa@fakemail.com,Indian,,,1995,26
100,Aadhar,Vivek Anil Verma,,Anil Verma,Rani Verma,,1984-01-21,Male,,678/2 Chak Raghunath  Jhilmil Colony Noida Sec 23 Uttar Pradesh 441447,,"678/2 Chak Raghunath, Jhilmil Colony,Noida,Sec 23,Uttar Pradesh-441447",0,702054329526,0,0,,5513292536,vav@fakemail.com,Indian,,,1984,37
101,Aadhar,Rajiv Vijay Jain,,Vijay Jain,Rekha Jain,,1984-09-17,Male,,671a  Railway Quarter Bhopal  Madhya Pradesh 562167,,"671a, Railway Quarter,Bhopal, Madhya Pradesh-562167",0,702470071248,0,0,,5520995536,rvj@fakemail.com,Indian,,,1984,37
102,Aadhar,Ankur Suraj Piryali Verma,,Suraj Verma,Piryali Verma,,1995-07-14,Male,,67a Hewat Road  Madhya Pradesh 664643,,"67a Hewat Road, Madhya Pradesh-664643",0,702676622516,0,0,,5520925366,aspv@fakemail.com,Indian,,,1995,26
103,Aadhar,Amar Babalu Tapkire,,Babalu Tapkire,Rani Tapkire,,1984-01-21,Male,,1195 Fergusson Col  Tukaram Padulka Noida Sec 23 Uttar Pradesh 441447,,"1195 Fergusson Col, Tukaram Padulka,Noida,Sec 23,Uttar Pradesh-441447",0,702054489526,0,0,,5833292583,avt@fakemail.com,Indian,,,1984,37
104,Aadhar,Amit Vijay Gupta,,Vijay Gupta,Sushila Gupta,,1984-09-17,Male,,67  Hemu Classic Bldg  S V Road Bhopal  Madhya Pradesh 562164,,"67, Hemu Classic Bldg, S V Road,Bhopal, Madhya Pradesh-562164",0,702470074848,0,0,,8320995541,avg@fakemail.com,Indian,,,1984,37
105,Aadhar,Shubham Ankit Payal Tapkire,,Ankit Tapkire,Payal Tapkire,,1995-08-14,Male,,10  Konkan Nagar  Hit Niketan J M Rd Madhya Pradesh 264647,,"10, Konkan Nagar, Hit Niketan J M Rd Madhya Pradesh-264647",0,702676622548,0,0,,8320925360,sap@fakemail.com,Indian,,,1995,26
106,Aadhar,Atul Balvir Tapkire,,Balvir Tapkire,Rajkumari Tapkire,,1984-01-21,Male,,145 Fergusson Col  Tukaram Padulka Noida Sec 23 Uttar Pradesh 441447,,"145 Fergusson Col, Tukaram Padulka,Noida,Sec 23,Uttar Pradesh-441447",0,732054489523,0,0,,7133292583,abt@fakemail.com,Indian,,,1984,37
107,Aadhar,Ankit Vijay Gupta,,Vijay Gupta,Sikha Gupta,,1984-09-17,Male,,475  S V Road Bhopal  Madhya Pradesh 562164,,"475  S V Road,Bhopal, Madhya Pradesh-562164",0,742470074844,0,0,,7120995541,avg@fakemail.com,Indian,,,1984,37
108,Aadhar,Kapil Ankit Priynka Tapkire,,Ankit Tapkire,Priynka Tapkire,,1995-08-14,Male,,101  Konkan Nagar J M Rd  Madhya Pradesh 264647,,"101, Konkan Nagar,J M Rd, Madhya Pradesh-264647",0,742676622544,0,0,,7120925360,kapt@gmail.com,Indian,,,1995,26
109,Aadhar,Abhishek Kapil Soni,,Kapil Soni,Jaidevi Soni,,1984-04-21,Male,,214  Ahata Meer Bukhari  Atal Bihari Road Noida Sec 23 Uttar Pradesh 511447,,"214, Ahata Meer Bukhari, Atal Bihari Road Noida,Sec 23,Uttar Pradesh-511447",0,712254489523,0,0,,7122292583,aks@fakemail.com,Indian,,,1984,37
110,Aadhar,Neeraj Akash Gupta,,Akash Gupta,Piriti Gupta,,1989-09-17,Male,,46 Anusuya Apt Opp Rly Station Bhopal  Madhya Pradesh 502164,,"46 Anusuya Apt,Opp Rly Station,Bhopal, Madhya Pradesh-502164",0,712570074844,0,0,,7120912641,nag@fakemail.com,Indian,,,1989,32
111,Aadhar,Adesh Neeraj Priynka Soni,,Neeraj Soni,Priynka Soni,,1991-08-14,Male,,112  Guru Nanak Pura  Civil Lines Madhya Pradesh 514647,,"112, Guru Nanak Pura, Civil Lines Madhya Pradesh-514647",0,712376622544,0,0,,7121235360,anps@gmail.com,Indian,,,1991,30
112,Aadhar,Pooja Kapil Soni,,Kapil Soni,Mithla Soni,,1984-04-21,Female,,186e  Bhai Randhir Singh N Noida Sec 23 Uttar Pradesh 511447,,"186e, Bhai Randhir Singh N Noida,Sec 23,Uttar Pradesh-511447",0,824254489523,0,0,,8242292583,pks@fakemail.com,Indian,,,1984,37
113,Aadhar,Niharika Amit Gupta,,Amit Gupta,Piriti Gupta,,1989-09-17,Female,,Plot No 430A  Industrial Area  Phase II Bhopal  Madhya Pradesh 502164,,"Plot No 430A, Industrial Area, Phase II,Bhopal, Madhya Pradesh-502164",0,824570074844,0,0,,8240912641,nag@fakemail.com,Indian,,,1989,32
114,Aadhar,Kavita Rajendra Priynka Soni,,Rajendra Soni,Priynka Soni,,1991-08-14,Female,,Plot No 6  Sec 23  Krishi Bazaar Madhya Pradesh 514647,,"Plot No 6, Sec-23, Krishi Bazaar Madhya Pradesh-514647",0,824376622544,0,0,,8241235360,krp@fakemail.com,Indian,,,1991,30
115,Aadhar,Aadha Kadam Soni,,Kadam Soni,Aditi Soni,,1985-05-22,Female,,109/1  Jagrati Vihar Near Pari Chowk Noida Sec 23 Uttar Pradesh 511447,,"109/1, Jagrati Vihar Near Pari Chowk Noida,Sec 23,Uttar Pradesh-511447",0,824250089520,0,0,,8210292583,aks@fakemail.com,Indian,,,1985,36
116,Aadhar,Adya Keshav Gupta,,Keshav Gupta,Ahana Gupta,,1990-10-17,Female,,H no 215 Radha nagar Bhonri Road Bhopal  Madhya Pradesh 502164,,"H no 215 Radha nagar Bhonri Road,Bhopal, Madhya Pradesh-502164",0,824570074833,0,0,,8240911041,akg@fakemail.com,Indian,,,1990,31
117,Aadhar,Amrita Neterpal Deeplata Soni,,Neterpal Soni,Deeplata Soni,,1991-08-14,Female,,5 Manek Bhandari Compound naya bazar Madhya Pradesh 514647,,"5 Manek Bhandari Compound,naya bazar Madhya Pradesh-514647",0,801376622540,0,0,,8240235360,ansd@fakemail.com,Indian,,,1991,30
118,Aadhar,Kinjal Ajay Soni,,Ajay Soni,Mruthula Soni,,1987-05-22,Female,,60/60  Hughes Rd  N S Patkar Rd  Noida Sec 26 Uttar Pradesh 511447,,"60/60, Hughes Rd, N S Patkar Rd, Noida,Sec 26,Uttar Pradesh-511447",0,684250089521,0,0,,8268292583,kas@fakemail.com,Indian,,,1987,34
119,Aadhar,Mrinal Manohar Gupta,,Manohar Gupta,Savita Gupta,,1992-10-17,Female,,No 18  Mission Street  Bhopal  Madhya Pradesh 502164,,"No 18, Mission Street ,Bhopal, Madhya Pradesh-502164",0,674570074832,0,0,,6746911041,mmg@fakemail.com,Indian,,,1992,29
120,Aadhar,Ketki Kushal Mohini Soni,,Kushal Soni,Mohini Soni,,1993-08-14,Female,,110  Payal Complex  Nr Manubhai Tower naya bazar Madhya Pradesh 514647,,"110, Payal Complex, Nr Manubhai Tower naya bazar Madhya Pradesh-514647",0,661376622543,0,0,,6640235366,kkm@fakemail.com,Indian,,,1993,28
121,Aadhar,Depti Arun Joel,,Arun Joel,Hema Joel,,1989-07-22,Female,,78 B  Pandurang Nivas Noida Sec 26 Uttar Pradesh 508447,,"78 B, Pandurang Nivas,Noida,Sec 26,Uttar Pradesh-508447",0,664250089526,0,0,,6568292583,daj@fakemail.com,Indian,,,1989,32
122,Aadhar,Rajani Ram Gupta,,Ram Gupta,Malti Gupta,,1992-11-17,Female,,112  Luhadia Tower  D Scheme Ashok Marg Bhopal  Madhya Pradesh 502164,,"112, Luhadia Tower, D-Scheme Ashok Marg,Bhopal, Madhya Pradesh-502164",0,664570674832,0,0,,6546911041,rrg@fakemail.com,Indian,,,1992,29
123,Aadhar,Kapil Shilpa Vishakha Sharma,,Kapil  Sharma,Shilpa Sharma,,1993-08-14,Female,,136  3rd Floor  Sector 21c  Madhya Pradesh 574647,,"110, Payal Complex, Nr Manubhai Tower naya bazar Madhya Pradesh-514647",0,666376626543,0,0,,6540235366,ksvs@fakemail.com,Indian,,,1993,28
124,Aadhar,Khushi Chandrapal Goyal,,Chandrapal Goyal,Seema Goyal,,1982-10-11,Female,,4 /12 Triveni Nagar Cantt Noida Sec 26 Uttar Pradesh 448447,,"4 /12 Triveni Nagar Cantt Noida,Sec 26,Uttar Pradesh-448447",0,674250089526,0,0,,5168292083,kcg@fakemail.com,Indian,,,1982,39
125,Aadhar,Mousam Virjesh Gupta,,Virjesh Gupta,Madhu Gupta,,1982-11-17,Female,,44  th Flr  Dluna Apts Bhopal  Madhya Pradesh 502364,,"44  th Flr, Dluna Apts Bhopal, Madhya Pradesh-502364",0,673570674832,0,0,,5146917041,mvg@fakemail.com,Indian,,,1982,39
126,Aadhar,Ketan Rakhi Nisha Jain,,Ketan  Jain,Rakhi Jain,,1991-08-14,Female,,T 34 Stonedge Towers  3rd Floor Jabalpur Madhya Pradesh 524647,,"T-34 Stonedge Towers, 3rd Floor Jabalpur Madhya Pradesh-524647",0,672376626543,0,0,,5147235366,krnj@fakemail.com,Indian,,,1991,30
127,Aadhar,Arpita Hemant Agarwal,,Hemant Agarwal,Maya Agarwal,,1983-10-13,Female,,11 vijaya Towers Noida Sec 26 Uttar Pradesh 448447,,"11,vijaya Towers Noida,Sec 26,Uttar Pradesh-448447",0,674050009526,0,0,,4068292083,aha@fakemail.com,Indian,,,1983,38
128,Aadhar,Hansika Balram Garg,,Balram Garg,Minakshi Garg,,1982-12-17,Female,,236 Ashirwad Ind Est  5 Ram Mandir Bhopal  Madhya Pradesh 502364,,"236 Ashirwad Ind Est, 5 Ram Mandir Bhopal, Madhya Pradesh-502364",0,673570600832,0,0,,4046917041,hvg@fakemail.com,Indian,,,1982,39
129,Aadhar,Nakul Rajeshwari Himanshi Teotia,,Nakul  Teotia,Rajeshwari Teotia,,1991-07-14,Female,,331 332  Azad Market Jabalpur Madhya Pradesh 524647,,"331-332, Azad Market Jabalpur Madhya Pradesh-524647",0,672000626543,0,0,,4047235366,nrht@fakemail.com,Indian,,,1991,30
130,Aadhar,Mohanlal,,S Sridhar Yadav,Ramkumari yadav,,1991-07-14,Male,,331 A b1   Dhanori  pune  411023,,"B 33, Site - 1, B S Road Indl Area,Pashan Puneh-411008",0,672000626544,0,0,,4047235367,mohan@gmail.com,Indian,,,1991,30
131,Aadhar,Indira Gagan,,Gagan Dvivedi,Lavanya Dvivedi,,1980-07-18,Female,,F 151  Main Road  Near Ambedkar Gate  Jagat Puri  Bulandshahar 203001 Uttar Pradesh,,"F-151, Main Road, Near Ambedkar Gate, Jagat Puri, Bulandshahar-203001,Uttar Pradesh",0,545561778899,0,0,,1122503163,igl@gmail.com,Indian,,,1980,41
